zho,eng,zho_reverse,zho_eng_jaccard,eng_zho_jaccard,zh_nsubjs,en_nsubjs,rev_nsubjs
"扩大内需既关系经济稳定，也关系经济安全，不是权宜之计，而是战略之举
","The expansion of domestic demand is not a matter of convenience but of strategy, both for economic stability and economic security.","国内需求的扩大不是一个方便的问题,而是战略问题,",0.5714285714285714,0.5714285714285714,0,1,0
"要加快补上内需特别是消费短板，使内需成为拉动经济增长的主动力和稳定锚
","The need to accelerate the supply of domestic demand, especially consumption, to make domestic demand a driving force and a stability pillar for economic growth.","需要加快国内需求的供应,特别是消费,使国内需求成为经济增长的驱动力和稳定支柱.",0.4,0.5,0,1,0
"
",The first is,第一个是,0.25,0.4,0,1,0
"  从《全国统一大市场建设指引（试行）》对外发布，到培育全国一体化数据市场、推动统一的电力市场建设、建设统一的医疗服务市场、提升平台的互联互通水平……着眼消除制度壁垒，着力打通各类资源要素流转和配置过程中的堵点淤点卡点
","From the launch of the National Unified Market Building Guidelines (TRG) to the development of the national integrated data market, the promotion of the construction of a unified electricity market, the construction of a unified healthcare market, the improvement of the level of interconnected platforms, focus on eliminating system barriers and focusing on the flow of resources and the configuring process.","从推出国家统一市场建设指导方针 (TRG) 到国家综合数据市场的发展,促进统一电力市场的建设,统一医疗保健市场的建设,提高互联平台水平,重点消除系统障碍,重点关注资源流量和配置过程.",0.08333333333333333,0.4166666666666667,0,1,0
"
",The first is,第一个是,0.25,0.4,0,1,0
"  ——新技术赋能，精细化管理，让城市更具智慧
","The new technology empowers, refines governance, makes cities smarter.","新技术赋予了权力,完善了治理,使城市变得更聪明.",0.16666666666666666,0.625,0,2,1
"现代城市管理离不开科技赋能
",Modern city management is not separate from technology empowerment.,现代城市管理与技术赋权并非分开.,0.8571428571428571,0.7142857142857143,1,1,1
"太原市将实施城市运行“一网统管”作为提高城市管理能力的“牛鼻子”工程，将涉及民生的水电气暖、物业、建筑安全、工程质量、拆迁、商品房销售管理等全部纳入平台管理，通过技术赋能实现城市管理智能化、精细化
","The city of Taizhou will implement the city-run network of integrated management systems as a bull's-neck project to improve city management capacity, and will integrate all platform management that involves residential water heating, property, building safety, engineering quality, demolition, and sales management of commodity houses, to intelligently and refined city management through technology empowerment.","台州市将将城市管理集成管理系统网络作为一项完善城市管理能力的项目,并将集成包括住宅供水供暖,房地产,建筑安全,工程质量,拆迁和商品房屋销售管理的所有平台管理,以通过技术授权进行智能和精致的城市管理.",0.4444444444444444,0.375,2,2,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  深化农村改革要守红线
",The Red Line is to deepen rural reforms.,红线是为了加深农村改革.,0.16666666666666666,0.8333333333333334,0,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  “生态城将在智能网联汽车政策创新、云控平台建设等方面持续发力，培育引入一批具有较强竞争力绿色低碳企业，推动新能源和智能网联汽车产业在生态城聚集发展
","The city will continue to drive innovation in smart grid connected automotive policy, build cloud-controlled platforms, foster the introduction of a stronger competitive green low-carbon enterprise, and drive the development of the new energy and smart grid connected automotive industry in the city.","城市将继续推动智能电网联网汽车政策的创新,建立云控制平台,促进更强大的竞争力绿色低碳企业的引入,并推动城市新能源和智能电网联网汽车行业的发展.",0.09090909090909091,0.6363636363636364,2,1,1
"”樊子渊表示
",The monkey's mother said:,的母亲说:,0.4,0.2,1,1,1
"（记者 陈 曦）  
",(Reporter Chen Chen),报道员陈陈,1.0,0.3333333333333333,0,0,1
"  为此，有关部门将开展规划实施监督，强化对严守空间安全底线等的监督检查，坚决维护规划的权威性和严肃性；健全国土空间规划实施监测评估预警机制和优化调整机制，加强规划定期体检和五年评估，根据体检评估结果，结合国民经济和社会发展规划，适时对规划进行优化调整，积极适应经济社会发展的新需求
","To this end, relevant departments will implement planning and implementation of supervision, strengthen supervision inspections of the strictly observed baseline of space security, and strongly maintain the authority and seriousness of the planning; implement monitoring assessment pre-warning mechanisms and optimized adjustment mechanisms for the national geospatial planning; strengthen the planning of regular medical examinations and five-year assessments, based on the results of medical examinations, and combine the national economic and social development plan with timely optimization of the planning adjustments, and actively adapt to the new needs of economic and social development.","为此,有关部门将实施监督规划和实施,加强监督检查,严格遵守空间安全基线,并强烈维持规划的权威和严重性;实施监测评估预警机制和优化调整机制,为国家地质规划;加强基于医疗检查结果的定期医疗检查和五年评估的规划,并将国家经济和社会发展计划与规划调整的及时优化结合,积极适应经济和社会发展的新需求.",0.07692307692307693,0.6,1,1,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  李干杰指出，党员教育培训是党的建设基础性经常性工作
",Li Kangje pointed out that the training of Party members is a fundamental and regular task of building the Party.,"李康杰指出,培训党员是建立党的基本和定期任务.",0.09090909090909091,0.5454545454545454,2,2,1
"要突出学习贯彻习近平新时代中国特色社会主义思想主题主线，持续推动理论武装走深走实，引导党员自觉做坚定信仰者和忠实实践者
","The main focus of the discussion is to learn to implement the main themes of socialist ideas of Xi Jinping's new era in China, to continue to advance the theoretical armed forces in the deepest possible sense, and to guide the party members to become self-aware believers and loyal practitioners.","讨论的重点是学习如何在中国实施习近平新时代的社会主义思想的主题,继续以最深层次的意义推进理论武装力量,",0.35714285714285715,0.5714285714285714,0,2,1
