zho,eng
"　　“从赛事的筹备到举办，我们都对这次赛事的组织工作印象深刻，我们与中国足协和深圳足协的合作非常愉快，他们非常职业，这是最成功的亚洲足球赛事之一
","From the preparation to the hosting of the tournament, we were all impressed with the organization of the event, and we are very pleased to work with the Chinese Football Association and the Shenzhen Football Association, who are very professional, and this is one of the most successful Asian football events."
"”
",What is it?
"  党的十八大以来，我们逐步建立农村土地所有权、承包权、经营权“三权分置”，稳慎推进农村宅基地改革试点，推动农村集体经营性建设用地与国有建设用地同等入市，扎实推进土地出让收益更多用之于农……改革之于“三农”，一直是重头戏
","Since the 18th Party, we have gradually established the right to own, contract and operate rural land, steadily and carefully promoting the pilot reform of rural home base, promoting the integration of rural collective development land with state-owned construction land, and firmly promoting land exports to increase the use of agricultural profits."
"
",The first is
"　　段誉用叉车转运刚到的一批种子
",The first of these was the first of the two seeds that were transported by forklifts.
"新华社记者周勉 摄
",The news was reported by the news agency Xinhua.
"  肖千说，中方在事先反复发布安全通告基础上，组织舰炮对海实弹射击训练，中方行动完全符合国际法和国际通行做法
","According to Xi, China has been organizing artillery training against the sea-based bombs on the basis of repeated security notices, and its actions are in full compliance with international law and international common practice."
"对于提前发布演训公告的时间，国际法并未作出明确规定，实践中各国做法不同
","International law does not specify the timing of the announcement of the training in advance, and practices vary from country to country."
"中方舰队有关做法合理适当
",The Chinese fleet is being treated as a legitimate and appropriate force.
"
",The first is
"  在提升金融服务绿色低碳发展质效方面，《实施方案》指出，一是优化银行信贷供给，立足银行职能定位，发挥服务特色优势，开发特色绿色金融产品服务
","In terms of enhancing the quality of green, low-carbon development of financial services, the implementation of the project is aimed at optimizing the supply of bank credit, establishing the bank's functional positioning, exploiting the service characteristics and developing the characteristics of green financial products."
"二是完善绿色保险体系，保险公司围绕服务绿色转型，有针对性地研发风险保障方案
","The second is to improve the green insurance system, to focus on the green transformation of insurance companies and to develop risk protection schemes."
"三是丰富金融产品服务，支持银行机构开展能效信贷、绿色信贷资产证券化、绿色供应链融资等服务，开展碳排放权、排污权等抵质押融资业务
","The third is the richness of financial products, supporting banking institutions in the development of energy-efficient credit, green credit asset securitisation, green supply chain financing, and collateral financing activities such as carbon emissions and pollution rights."
"支持保险公司优化巨灾保险、环境责任保险业务，开展碳汇价格保险、碳排放权交易保险业务
","Supporting insurance companies to optimize their catastrophe insurance, environmental liability insurance business, carbon conversion insurance, carbon emissions trading insurance business."
"四是拓展绿色融资渠道，鼓励银行机构规范开展绿色债券业务，金融租赁公司开展绿色租赁业务，保险公司开展投资绿色债券、绿色资产支持证券、保险资产管理产品等业务
","Fourth, to expand green finance channels, encourage banking institutions to regulate green bond business, finance leasing companies to green lease business, insurance companies to invest in green bonds, green asset support securities, and insurance asset management products."
