zho,eng,jaccard
"  《通知》还提到，进一步加强县域充换电设施与农村公路等交通基础设施及其沿线配套设施的衔接，拓展应用场景，并统筹考虑新增公共充换电设施与既有设施的空间布局，避免重复建设，有效提升利用率
","The notification also mentioned that further strengthening the connection of the county's charging facilities to transport infrastructure such as rural roads and alongside support facilities, expanding the application scenario, and taking into account the overall consideration of new public charging facilities and the spatial layout of existing facilities to avoid rebuilding and effectively increase utilization.",0.07692307692307693
"试点县可研究适当增加电动重卡充换电设施，支持重卡加快电动化
",Pilot counties can study the appropriate increase in electric heavy-duty charging facilities to support heavy-duty electrification.,0.7777777777777778
"（记者刘垠）
",(Reporter's voice),0.6666666666666666
"  朱凤莲指出，赖清德口口声声表示要促进“台湾团结”，但在纪念“二·二八”事件时，不仅不基于历史事实弥合台湾社会裂痕，反而大肆进行政治操弄，鼓吹“台独”谬论，宣扬分裂主张，炒作“大陆威胁”，再次充分暴露其顽固坚持“台独”分裂、煽动对立对抗、蓄意加剧两岸紧张的祸心
","Zhuonglin noted that Raiching-guang voices were saying that they wanted to promote Taiwanese unity, but in commemorating the events of Tang-du-shang, not only did they not fill the gaps in Taiwan's society based on historical facts, but they also carried out political tricks, promoted the Taoiseach's fallacy, propagated the separatist claims, mocked the threat of the Taoiseach, and again fully exposed their stubborn persistence in the Taoiseach's separatism, incited opposition and intentionally exacerbated the tensions on both sides.",0.05263157894736842
"希望广大台湾同胞坚持正确的历史观、民族观、国家观，客观认识“二·二八”事件，不要被民进党当局蛊惑欺蒙，从民族大义和自身福祉出发，坚决反对“台独”分裂，共同维护台海和平稳定
","We hope that the entire Taiwanese people will adhere to the correct historical, national, national and national views, and objective understanding of the events of the Qin-Teng and the Qin-Teng, not to be deceived by the Democratic Party authorities, and to proceed from the national goodness and self-interest, firmly oppose the division of the Taipei Monarchy, and jointly uphold peace and stability in the Taipei.",0.5333333333333333
"
",The first is,0.25
"　　云岭大地，脱贫地区气象新
",New climate in the region of the rainforest and poverty,0.16666666666666666
"特色产业为乡村振兴注入澎湃动能
","The country's economy is growing rapidly, with the development of a new energy sector.",0.4
"
",The first is,0.25
"  “在这里，慵懒的海狮随性地挡住去路，海鬣蜥悠然地从镜头前爬过
","The lion is here, the lion is lying in the way, and the sea lion is crawling from the camera.",0.1111111111111111
"潜水时，海马、海龟与鲨鱼竞相掠过眼前
","The sea turtles, sea turtles and sharks are competing in the water.",0.8333333333333334
"如此近距离地接触野生动物，让我更加深刻地体会到环境保护的意义
",Being so close to wildlife has given me a deeper understanding of the importance of protecting the environment.,0.75
"”来自墨西哥的游客布兰卡·利纳雷斯感慨道，“唯有如此，这座‘活的自然博物馆’以及全人类的地球家园才能生生不息
","A visitor from Mexico, Blanca Linares, said that this is the only way to survive the bustling nature museum and home to all humanity.",0.6923076923076923
