eng,zho
"The company is improving its R&D capabilities and levels by building more autonomous R&D teams, increasing R&D inputs, and more.","公司正在通过建立更多自主研发团队,增加研发投入等来提高其研发能力和水平."
"At the same time, East Wind Automotive is also focusing on technological innovation and transformation of results, transforming R&D results into actual productivity, and driving the company's rapid development.","同时,东风汽车也专注于技术创新和结果转型,将研发结果转化为实际生产力,推动公司的快速发展."
The first is,第一个是
"In a statement, the U.S. State Department said the U.S. expressed concern about the limitation of the bank accounts of diplomats in Russia and the scope of embassy services, and considered it necessary to ensure a stable and sustainable scale of staffing at the U.S. Embassy in Russia.","美国国务院在一份声明中表示,美国对俄罗斯外交官银行账户的限制和大使馆服务范围表示担忧,并认为确保美国驻俄罗斯大使馆稳定和可持续的人员规模是必要的."
"Through constructive discussions, the two sides confirmed the concrete preliminary steps to be taken in order to stabilize the operation of their respective missions in these areas.","双方通过建设性讨论确认了具体的初步步步骤,以稳定各自在这些领域的任务运作."
The first is,第一个是
One is to unify effective markets and governmental relations to create an economic order that is both vibrant and resilient.,"一个是统一有效的市场和政府关系,"
"The government has to do something, not do something, to solve the gaps, the problems.","政府必须做些什么,而不是做些什么,"
"The aim is to build a rule of law economy, credit economy, improve market rules and lead compliance, and optimize market conditions such as fighting corruption, ensuring public safety, and regulating the competition order, and making the national single market a fair and competitive arena for all types of business.","目标是建立法治经济,信贷经济,改善市场规则和领导遵守,优化市场条件,如打击腐败,确保公共安全和监管竞争秩序,使国家单一市场成为所有类型的企业的公平和竞争场所."
"The only thing that is not done is to respect and play the decisive role of the market in resource allocation, prevent improper interference with micro-entity activities, and avoid local protectionism and self-minority.","唯一不做的事情是尊重和发挥市场在资源分配方面的决定性作用,防止不适当干涉微型实体活动,避免地方保护主义和自少数."
"The more normative the government's behavior, the more effective the market will be.","政府的行为越具规范性,市场就越有效."
The first is,第一个是
"Wang, the Acting Vice-President of the China Society of Cop Writers, proposed that the social forces should be encouraged to establish more cop awards through supporting policies such as tax incentives and other measures to encourage social groups and businesses to establish more cop awards.","华为警察作家协会代理副主席王建议鼓励社会力量通过支持税收激励等政策,"
"At the same time, it is also necessary to strengthen the regulation of social awards.","同时,还需要加强社会奖项的监管."
The first is,第一个是
